,Team,MatchUp,Date,W/L,Min,Points,FGM,FGA,FGP,3PM,3PA,3PP,FTM,FTA,FTP,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PN
757,BOS,BOS @ WAS,01/23/2022,W,240,116,40,90,44.4,19,39,48.7,17,21,81.0,11,46,57,26,5,3,13,16,29
758,LAC,LAC @ NYK,01/23/2022,L,240,102,34,79,43.0,14,41,34.1,20,30,66.7,6,34,40,20,7,6,12,19,-8
759,NYK,NYK vs. LAC,01/23/2022,W,240,110,39,91,42.9,16,36,44.4,16,19,84.2,15,37,52,26,6,4,13,22,8
760,IND,IND @ PHX,01/22/2022,L,240,103,37,84,44.0,10,29,34.5,19,27,70.4,12,32,44,19,5,5,18,18,-10
761,PHX,PHX vs. IND,01/22/2022,W,240,113,47,96,49.0,7,25,28.0,12,14,85.7,14,37,51,34,11,8,11,19,10
762,OKC,OKC @ CLE,01/22/2022,L,240,87,33,85,38.8,12,41,29.3,9,16,56.3,11,30,41,16,14,3,15,28,-7
763,CLE,CLE vs. OKC,01/22/2022,W,240,94,35,76,46.1,6,27,22.2,18,35,51.4,15,39,54,22,5,6,23,20,7
764,SAC,SAC @ MIL,01/22/2022,L,240,127,51,97,52.6,15,37,40.5,10,16,62.5,13,35,48,29,4,2,14,20,-6
765,MIL,MIL vs. SAC,01/22/2022,W,240,133,45,91,49.5,21,42,50.0,22,25,88.0,9,34,43,19,12,0,7,14,6
766,UTA,UTA vs. DET,01/21/2022,W,240,111,36,79,45.6,10,31,32.3,29,34,85.3,7,37,44,22,3,7,11,21,10
767,DET,DET @ UTA,01/21/2022,L,240,101,38,87,43.7,13,32,40.6,12,16,75.0,9,31,40,22,6,4,11,24,-10
768,DEN,DEN vs. MEM,01/21/2022,L,240,118,43,91,47.3,13,32,40.6,19,23,82.6,10,27,37,34,6,6,13,25,-4
769,MEM,MEM @ DEN,01/21/2022,W,240,122,43,82,52.4,11,25,44.0,25,40,62.5,13,35,48,19,11,10,16,24,4
770,SAS,SAS vs. BKN,01/21/2022,L,240,102,37,95,38.9,8,29,27.6,20,24,83.3,16,33,49,24,3,7,6,13,-15
771,BKN,BKN @ SAS,01/21/2022,W,240,117,48,100,48.0,9,25,36.0,12,12,100,12,41,53,24,3,5,8,17,15
772,ORL,ORL vs. LAL,01/21/2022,L,240,105,36,81,44.4,11,40,27.5,22,29,75.9,3,32,35,23,6,9,18,21,-11
773,LAL,LAL @ ORL,01/21/2022,W,240,116,42,85,49.4,13,30,43.3,19,23,82.6,8,37,45,23,12,4,19,24,11
774,PHI,PHI vs. LAC,01/21/2022,L,240,101,38,91,41.8,10,28,35.7,15,21,71.4,13,31,44,23,7,3,7,17,-1
775,LAC,LAC @ PHI,01/21/2022,W,240,102,40,87,46.0,11,32,34.4,11,15,73.3,10,39,49,21,5,0,12,21,1
776,CHA,CHA vs. OKC,01/21/2022,W,240,121,45,99,45.5,17,49,34.7,14,20,70.0,16,46,62,34,8,5,12,18,23
777,OKC,OKC @ CHA,01/21/2022,L,240,98,37,98,37.8,12,44,27.3,12,15,80.0,15,37,52,20,6,2,12,21,-23
778,HOU,HOU @ GSW,01/21/2022,L,240,103,38,89,42.7,10,35,28.6,17,20,85.0,8,31,39,25,10,3,12,15,-2
779,GSW,GSW vs. HOU,01/21/2022,W,240,105,39,81,48.1,10,30,33.3,17,22,77.3,7,34,41,25,4,9,19,18,2
780,CHI,CHI @ MIL,01/21/2022,L,240,90,31,85,36.5,7,38,18.4,21,24,87.5,6,43,49,21,4,4,10,21,-4
781,MIL,MIL vs. CHI,01/21/2022,W,240,94,34,88,38.6,6,31,19.4,20,28,71.4,11,42,53,20,3,3,8,17,4
782,TOR,TOR @ WAS,01/21/2022,W,240,109,42,90,46.7,11,30,36.7,14,17,82.4,11,29,40,20,10,4,8,15,4
783,WAS,WAS vs. TOR,01/21/2022,L,240,105,43,85,50.6,11,33,33.3,8,10,80.0,11,34,45,29,3,3,18,16,-4
784,POR,POR @ BOS,01/21/2022,W,240,109,36,76,47.4,16,33,48.5,21,30,70.0,7,35,42,20,6,4,13,21,4
785,BOS,BOS vs. POR,01/21/2022,L,240,105,37,82,45.1,11,37,29.7,20,23,87.0,8,34,42,25,7,7,12,24,-4
786,ATL,ATL vs. MIA,01/21/2022,W,240,110,38,68,55.9,14,33,42.4,20,24,83.3,6,30,36,26,3,1,18,17,2
787,MIA,MIA @ ATL,01/21/2022,L,240,108,41,85,48.2,15,40,37.5,11,12,91.7,11,22,33,30,8,1,15,22,-2
788,IND,IND @ GSW,01/20/2022,W,265,121,41,95,43.2,15,35,42.9,24,34,70.6,13,35,48,23,12,3,18,23,4
789,GSW,GSW vs. IND,01/20/2022,L,265,117,42,94,44.7,9,42,21.4,24,29,82.8,15,38,53,28,11,6,21,28,-4
790,PHX,PHX @ DAL,01/20/2022,W,240,109,39,86,45.3,8,36,22.2,23,25,92.0,5,35,40,25,13,1,7,21,8
791,DAL,DAL vs. PHX,01/20/2022,L,240,101,37,85,43.5,11,37,29.7,16,20,80.0,10,40,50,19,1,3,19,22,-8
792,NYK,NYK vs. NOP,01/20/2022,L,240,91,29,77,37.7,9,38,23.7,24,36,66.7,14,34,48,21,6,5,15,21,-11
793,NOP,NOP @ NYK,01/20/2022,W,240,102,38,76,50.0,11,28,39.3,15,22,68.2,3,32,35,27,10,2,12,26,11
794,IND,IND @ LAL,01/19/2022,W,240,111,44,90,48.9,11,30,36.7,12,15,80.0,14,34,48,28,6,8,13,22,7
795,LAL,LAL vs. IND,01/19/2022,L,240,104,40,90,44.4,11,34,32.4,13,18,72.2,12,28,40,23,4,7,11,18,-7
796,LAC,LAC @ DEN,01/19/2022,L,265,128,52,97,53.6,15,39,38.5,9,12,75.0,12,35,47,35,6,3,14,24,-2
797,DEN,DEN vs. LAC,01/19/2022,W,265,130,48,98,49.0,13,38,34.2,21,25,84.0,13,31,44,32,9,3,12,15,2
798,SAC,SAC vs. DET,01/19/2022,L,240,131,44,84,52.4,12,27,44.4,31,44,70.5,8,27,35,22,4,8,7,17,-2
799,DET,DET @ SAC,01/19/2022,W,240,133,46,91,50.5,15,36,41.7,26,30,86.7,13,28,41,27,3,6,9,26,2
800,HOU,HOU @ UTA,01/19/2022,W,240,116,41,96,42.7,22,45,48.9,12,17,70.6,12,32,44,24,4,3,9,18,5
801,UTA,UTA vs. HOU,01/19/2022,L,240,111,42,89,47.2,10,38,26.3,17,20,85.0,11,38,49,26,7,5,9,16,-5
802,DAL,DAL vs. TOR,01/19/2022,W,240,102,37,76,48.7,9,33,27.3,19,20,95.0,10,35,45,23,5,0,18,20,4
803,TOR,TOR @ DAL,01/19/2022,L,240,98,35,91,38.5,8,32,25.0,20,25,80.0,16,28,44,17,11,1,12,21,-4
804,OKC,OKC @ SAS,01/19/2022,L,240,96,38,98,38.8,8,31,25.8,12,15,80.0,14,32,46,20,5,2,15,14,-22
805,SAS,SAS vs. OKC,01/19/2022,W,240,118,47,96,49.0,15,40,37.5,9,14,64.3,11,39,50,32,9,13,9,17,22
806,CLE,CLE @ CHI,01/19/2022,L,240,104,40,77,51.9,9,27,33.3,15,22,68.2,9,29,38,27,7,4,15,15,-13
807,CHI,CHI vs. CLE,01/19/2022,W,240,117,47,86,54.7,10,22,45.5,13,18,72.2,7,30,37,25,7,4,10,18,13
808,MIN,MIN @ ATL,01/19/2022,L,240,122,42,97,43.3,17,46,37.0,21,29,72.4,16,29,45,21,10,3,13,24,-12
809,ATL,ATL vs. MIN,01/19/2022,W,240,134,45,86,52.3,15,38,39.5,29,33,87.9,8,31,39,34,7,9,12,23,12
810,BOS,BOS vs. CHA,01/19/2022,L,240,102,39,90,43.3,14,46,30.4,10,13,76.9,8,30,38,27,8,3,14,20,-9
811,CHA,CHA @ BOS,01/19/2022,W,240,111,42,86,48.8,16,39,41.0,11,15,73.3,11,36,47,27,6,6,17,17,9
812,MIA,MIA vs. POR,01/19/2022,W,240,104,37,80,46.3,12,35,34.3,18,25,72.0,9,34,43,24,12,6,16,15,12
813,POR,POR @ MIA,01/19/2022,L,240,92,33,81,40.7,14,46,30.4,12,16,75.0,10,33,43,19,7,6,18,22,-12
814,BKN,BKN @ WAS,01/19/2022,W,240,119,47,89,52.8,8,25,32.0,17,20,85.0,7,29,36,23,5,4,15,25,1
815,WAS,WAS vs. BKN,01/19/2022,L,240,118,41,86,47.7,10,29,34.5,26,32,81.3,13,27,40,23,6,8,13,19,-1
816,PHI,PHI vs. ORL,01/19/2022,W,240,123,45,83,54.2,10,28,35.7,23,27,85.2,6,38,44,21,7,8,10,15,13
817,ORL,ORL @ PHI,01/19/2022,L,240,110,40,90,44.4,18,35,51.4,12,16,75.0,9,34,43,26,4,4,11,19,-13
818,MEM,MEM @ MIL,01/19/2022,L,240,114,44,106,41.5,9,40,22.5,17,25,68.0,16,31,47,26,10,8,10,20,-12
819,MIL,MIL vs. MEM,01/19/2022,W,240,126,46,97,47.4,13,37,35.1,21,22,95.5,13,43,56,29,7,6,15,21,12
820,DET,DET @ GSW,01/18/2022,L,240,86,30,85,35.3,9,34,26.5,17,24,70.8,11,39,50,18,4,5,16,23,-16
821,GSW,GSW vs. DET,01/18/2022,W,240,102,34,83,41.0,14,42,33.3,20,27,74.1,13,41,54,26,12,3,13,25,16
822,NYK,NYK vs. MIN,01/18/2022,L,240,110,37,80,46.3,12,38,31.6,24,33,72.7,11,33,44,21,6,7,18,30,-2
823,MIN,MIN @ NYK,01/18/2022,W,240,112,35,81,43.2,13,41,31.7,29,38,76.3,8,30,38,21,10,6,13,25,2
824,DAL,DAL vs. OKC,01/17/2022,W,240,104,35,88,39.8,12,37,32.4,22,28,78.6,11,36,47,28,10,7,11,19,2
825,OKC,OKC @ DAL,01/17/2022,L,240,102,36,83,43.4,11,35,31.4,19,24,79.2,5,37,42,20,10,2,13,23,-2
826,PHX,PHX @ SAS,01/17/2022,W,240,121,49,95,51.6,9,32,28.1,14,20,70.0,12,33,45,29,9,5,5,18,14
827,SAS,SAS vs. PHX,01/17/2022,L,240,107,41,92,44.6,9,30,30.0,16,22,72.7,13,34,47,21,3,2,12,16,-14
828,TOR,TOR @ MIA,01/17/2022,L,240,99,37,90,41.1,13,36,36.1,12,17,70.6,15,30,45,24,9,5,12,21,-5
829,MIA,MIA vs. TOR,01/17/2022,W,240,104,38,83,45.8,9,24,37.5,19,22,86.4,13,36,49,20,11,8,12,18,5
830,ORL,ORL vs. POR,01/17/2022,L,240,88,34,90,37.8,8,32,25.0,12,20,60.0,10,40,50,21,9,7,16,15,-10
831,POR,POR @ ORL,01/17/2022,W,240,98,37,90,41.1,7,34,20.6,17,18,94.4,11,44,55,20,9,8,17,17,10
832,MIL,MIL @ ATL,01/17/2022,L,240,114,39,88,44.3,16,38,42.1,20,24,83.3,9,33,42,21,8,4,13,28,-7
833,ATL,ATL vs. MIL,01/17/2022,W,240,121,38,86,44.2,15,36,41.7,30,32,93.8,10,36,46,25,7,8,13,18,7
834,CHA,CHA @ NYK,01/17/2022,W,240,97,36,86,41.9,14,39,35.9,11,17,64.7,6,33,39,23,6,2,7,14,10
835,NYK,NYK vs. CHA,01/17/2022,L,240,87,32,80,40.0,12,34,35.3,11,21,52.4,14,39,53,22,7,4,15,19,-10
836,NOP,NOP @ BOS,01/17/2022,L,240,92,36,87,41.4,9,30,30.0,11,18,61.1,8,33,41,23,10,4,12,15,-12
837,BOS,BOS vs. NOP,01/17/2022,W,240,104,38,80,47.5,10,32,31.3,18,20,90.0,5,42,47,22,6,4,14,18,12
838,CHI,CHI @ MEM,01/17/2022,L,240,106,40,92,43.5,13,31,41.9,13,15,86.7,9,34,43,24,10,7,18,15,-13
839,MEM,MEM vs. CHI,01/17/2022,W,240,119,47,92,51.1,10,25,40.0,15,20,75.0,10,38,48,29,14,7,18,13,13
840,IND,IND @ LAC,01/17/2022,L,240,133,50,97,51.5,13,33,39.4,20,23,87.0,15,26,41,30,8,4,12,23,-6
841,LAC,LAC vs. IND,01/17/2022,W,240,139,45,82,54.9,18,36,50.0,31,36,86.1,8,29,37,32,7,7,13,18,6
842,LAL,LAL vs. UTA,01/17/2022,W,240,101,38,86,44.2,11,37,29.7,14,23,60.9,10,35,45,15,7,5,13,19,6
843,UTA,UTA @ LAL,01/17/2022,L,240,95,31,83,37.3,12,46,26.1,21,24,87.5,8,36,44,21,6,6,16,21,-6
844,CLE,CLE vs. BKN,01/17/2022,W,240,114,42,81,51.9,11,32,34.4,19,21,90.5,8,32,40,26,7,3,16,14,7
845,BKN,BKN @ CLE,01/17/2022,L,240,107,41,83,49.4,12,30,40.0,13,18,72.2,8,27,35,27,11,4,14,22,-7
846,WAS,WAS vs. PHI,01/17/2022,W,240,117,42,87,48.3,9,30,30.0,24,32,75.0,9,40,49,25,7,6,12,18,19
847,PHI,PHI @ WAS,01/17/2022,L,240,98,35,86,40.7,7,26,26.9,21,25,84.0,10,32,42,19,9,3,12,26,-19
848,HOU,HOU @ SAC,01/16/2022,W,240,118,41,76,53.9,16,40,40.0,20,24,83.3,4,43,47,22,6,3,23,20,6
849,SAC,SAC vs. HOU,01/16/2022,L,240,112,41,91,45.1,12,38,31.6,18,24,75.0,7,30,37,26,16,2,12,24,-6
850,GSW,GSW @ MIN,01/16/2022,L,240,99,32,82,39.0,13,42,31.0,22,29,75.9,7,40,47,20,6,3,15,17,-20
851,MIN,MIN vs. GSW,01/16/2022,W,240,119,45,91,49.5,16,43,37.2,13,20,65.0,6,41,47,30,8,9,16,21,20
852,DEN,DEN vs. UTA,01/16/2022,L,240,102,42,95,44.2,11,43,25.6,7,8,87.5,6,33,39,32,5,2,9,22,-23
853,UTA,UTA @ DEN,01/16/2022,W,240,125,44,84,52.4,15,39,38.5,22,29,75.9,9,42,51,26,8,5,9,16,23
854,DET,DET vs. PHX,01/16/2022,L,240,108,38,82,46.3,9,25,36.0,23,34,67.6,5,27,32,25,6,2,11,20,-27
855,PHX,PHX @ DET,01/16/2022,W,240,135,51,87,58.6,11,27,40.7,22,30,73.3,11,40,51,30,4,7,15,26,27
856,DAL,DAL vs. ORL,01/15/2022,W,240,108,32,78,41.0,12,34,35.3,32,38,84.2,12,35,47,16,6,3,10,18,16
857,ORL,ORL @ DAL,01/15/2022,L,240,92,37,77,48.1,7,26,26.9,11,16,68.8,5,32,37,16,7,3,17,26,-16
858,DEN,DEN vs. LAL,01/15/2022,W,240,133,47,91,51.6,23,40,57.5,16,17,94.1,9,42,51,35,9,2,6,17,37
859,LAL,LAL @ DEN,01/15/2022,L,240,96,36,82,43.9,10,30,33.3,14,19,73.7,8,33,41,21,4,3,11,15,-37
860,BOS,BOS vs. CHI,01/15/2022,W,240,114,44,90,48.9,9,26,34.6,17,19,89.5,17,33,50,27,6,6,11,15,2
861,CHI,CHI @ BOS,01/15/2022,L,240,112,44,87,50.6,12,29,41.4,12,15,80.0,7,25,32,31,3,3,6,19,-2
862,SAS,SAS vs. LAC,01/15/2022,W,240,101,34,83,41.0,11,37,29.7,22,27,81.5,15,39,54,19,6,5,15,12,7
863,LAC,LAC @ SAS,01/15/2022,L,240,94,38,100,38.0,12,38,31.6,6,8,75.0,21,33,54,24,8,4,15,21,-7
864,MIA,MIA vs. PHI,01/15/2022,L,240,98,33,86,38.4,9,35,25.7,23,30,76.7,12,31,43,24,10,4,10,18,-11
865,PHI,PHI @ MIA,01/15/2022,W,240,109,40,79,50.6,13,32,40.6,16,21,76.2,6,37,43,24,5,5,15,22,11
866,OKC,OKC vs. CLE,01/15/2022,L,240,102,36,83,43.4,10,27,37.0,20,22,90.9,14,37,51,17,4,5,16,21,-5
867,CLE,CLE @ OKC,01/15/2022,W,240,107,40,87,46.0,9,35,25.7,18,25,72.0,11,26,37,28,6,4,9,13,5
868,ATL,ATL vs. NYK,01/15/2022,L,240,108,40,80,50.0,16,44,36.4,12,17,70.6,4,27,31,23,5,5,9,20,-9
869,NYK,NYK @ ATL,01/15/2022,W,240,117,42,83,50.6,13,31,41.9,20,26,76.9,11,33,44,24,2,0,11,20,9
870,BKN,BKN vs. NOP,01/15/2022,W,240,120,46,84,54.8,12,27,44.4,16,17,94.1,9,35,44,30,5,5,16,21,15
871,NOP,NOP @ BKN,01/15/2022,L,240,105,40,87,46.0,9,31,29.0,16,24,66.7,12,23,35,27,9,3,12,18,-15
872,POR,POR @ WAS,01/15/2022,W,240,115,39,85,45.9,13,39,33.3,24,35,68.6,8,31,39,19,13,2,13,25,5
873,WAS,WAS vs. POR,01/15/2022,L,240,110,39,90,43.3,12,37,32.4,20,23,87.0,10,33,43,20,4,3,20,26,-5
874,TOR,TOR @ MIL,01/15/2022,W,240,103,40,91,44.0,12,35,34.3,11,20,55.0,16,34,50,25,7,8,15,25,7
875,MIL,MIL vs. TOR,01/15/2022,L,240,96,26,77,33.8,12,39,30.8,32,35,91.4,9,32,41,19,8,8,13,23,-7
876,HOU,HOU @ SAC,01/14/2022,L,240,114,44,101,43.6,13,43,30.2,13,16,81.3,13,37,50,25,7,4,17,19,-12
877,SAC,SAC vs. HOU,01/14/2022,W,240,126,48,96,50.0,13,37,35.1,17,24,70.8,13,40,53,33,8,7,14,23,12
878,DAL,DAL @ MEM,01/14/2022,W,240,112,47,91,51.6,8,32,25.0,10,16,62.5,8,44,52,30,8,1,15,19,27
879,MEM,MEM vs. DAL,01/14/2022,L,240,85,34,89,38.2,7,31,22.6,10,13,76.9,10,31,41,19,8,6,15,16,-27
880,CLE,CLE @ SAS,01/14/2022,W,240,114,46,95,48.4,8,20,40.0,14,24,58.3,12,34,46,24,7,3,9,13,5
881,SAS,SAS vs. CLE,01/14/2022,L,240,109,42,92,45.7,15,34,44.1,10,13,76.9,10,37,47,22,6,5,15,24,-5
882,ATL,ATL @ MIA,01/14/2022,L,240,118,38,79,48.1,16,38,42.1,26,30,86.7,9,25,34,26,6,6,16,27,-6
883,MIA,MIA vs. ATL,01/14/2022,W,240,124,41,77,53.2,14,30,46.7,28,30,93.3,9,28,37,30,6,5,16,27,6
884,GSW,GSW @ CHI,01/14/2022,W,240,138,53,94,56.4,19,42,45.2,13,17,76.5,9,38,47,39,12,5,7,17,42
885,CHI,CHI vs. GSW,01/14/2022,L,240,96,37,87,42.5,10,38,26.3,12,18,66.7,10,26,36,26,4,5,14,19,-42
886,CHA,CHA vs. ORL,01/14/2022,L,240,109,40,97,41.2,12,42,28.6,17,21,81.0,11,33,44,28,9,5,17,20,-7
887,ORL,ORL @ CHA,01/14/2022,W,240,116,45,87,51.7,15,45,33.3,11,15,73.3,4,39,43,32,9,4,20,18,7
888,DET,DET vs. TOR,01/14/2022,W,240,103,38,81,46.9,8,27,29.6,19,23,82.6,9,34,43,22,7,6,8,25,16
889,TOR,TOR @ DET,01/14/2022,L,240,87,28,87,32.2,11,38,28.9,20,26,76.9,16,30,46,18,5,4,11,24,-16
890,PHI,PHI vs. BOS,01/14/2022,W,240,111,38,85,44.7,14,41,34.1,21,25,84.0,7,33,40,26,12,4,10,19,12
891,BOS,BOS @ PHI,01/14/2022,L,240,99,37,78,47.4,11,31,35.5,14,18,77.8,7,37,44,20,4,4,20,21,-12
892,PHX,PHX @ IND,01/14/2022,W,240,112,40,88,45.5,11,28,39.3,21,23,91.3,12,39,51,24,8,6,15,18,18
893,IND,IND vs. PHX,01/14/2022,L,240,94,34,88,38.6,13,43,30.2,13,18,72.2,9,33,42,20,9,7,12,20,-18
894,BKN,BKN vs. OKC,01/13/2022,L,240,109,41,98,41.8,7,32,21.9,20,22,90.9,21,29,50,16,7,11,12,19,-21
895,OKC,OKC @ BKN,01/13/2022,W,240,130,47,91,51.6,20,45,44.4,16,18,88.9,9,29,38,32,8,7,11,19,21
896,MIN,MIN @ MEM,01/13/2022,L,240,108,41,96,42.7,15,48,31.3,11,14,78.6,12,34,46,23,4,8,18,26,-8
897,MEM,MEM vs. MIN,01/13/2022,W,240,116,42,92,45.7,8,32,25.0,24,35,68.6,16,40,56,22,10,7,14,15,8
898,LAC,LAC @ NOP,01/13/2022,L,240,89,31,81,38.3,10,34,29.4,17,20,85.0,5,41,46,19,2,7,15,16,-24
899,NOP,NOP vs. LAC,01/13/2022,W,240,113,43,97,44.3,14,39,35.9,13,16,81.3,13,44,57,23,8,4,6,18,24
900,GSW,GSW @ MIL,01/13/2022,L,240,99,33,95,34.7,16,48,33.3,17,24,70.8,12,37,49,20,9,2,15,15,-19
901,MIL,MIL vs. GSW,01/13/2022,W,240,118,44,86,51.2,18,41,43.9,12,18,66.7,5,49,54,29,10,7,17,16,19
902,POR,POR @ DEN,01/13/2022,L,240,108,39,86,45.3,13,40,32.5,17,28,60.7,11,23,34,28,11,5,15,18,-32
903,DEN,DEN vs. POR,01/13/2022,W,240,140,52,83,62.7,21,42,50.0,15,20,75.0,6,34,40,35,7,3,16,25,32
904,BKN,BKN @ CHI,01/12/2022,W,240,138,49,87,56.3,17,32,53.1,23,28,82.1,7,34,41,35,11,4,10,21,26
905,CHI,CHI vs. BKN,01/12/2022,L,240,112,38,81,46.9,11,30,36.7,25,31,80.6,10,25,35,22,5,6,17,20,-26
906,LAL,LAL @ SAC,01/12/2022,L,240,116,42,98,42.9,16,47,34.0,16,24,66.7,15,30,45,25,6,3,9,19,-9
907,SAC,SAC vs. LAL,01/12/2022,W,240,125,49,89,55.1,11,30,36.7,16,19,84.2,8,37,45,28,8,7,13,20,9
908,UTA,UTA vs. CLE,01/12/2022,L,240,91,34,85,40.0,16,47,34.0,7,11,63.6,4,28,32,11,7,2,7,16,-20
909,CLE,CLE @ UTA,01/12/2022,W,240,111,43,81,53.1,11,30,36.7,14,17,82.4,7,43,50,28,6,3,15,17,20
910,SAS,SAS vs. HOU,01/12/2022,L,240,124,43,99,43.4,17,46,37.0,21,27,77.8,9,34,43,27,10,5,9,24,-4
911,HOU,HOU @ SAS,01/12/2022,W,240,128,45,82,54.9,16,36,44.4,22,32,68.8,4,44,48,23,5,7,14,24,4
912,ATL,ATL vs. MIA,01/12/2022,L,240,91,31,82,37.8,13,45,28.9,16,23,69.6,6,31,37,20,8,3,14,15,-24
913,MIA,MIA @ ATL,01/12/2022,W,240,115,43,90,47.8,16,45,35.6,13,14,92.9,10,44,54,28,7,4,15,20,24
914,PHI,PHI vs. CHA,01/12/2022,L,240,98,34,73,46.6,12,30,40.0,18,28,64.3,3,30,33,18,3,3,17,13,-11
915,CHA,CHA @ PHI,01/12/2022,W,240,109,46,89,51.7,10,34,29.4,7,8,87.5,7,35,42,29,9,3,12,21,11
916,BOS,BOS @ IND,01/12/2022,W,240,119,40,78,51.3,18,38,47.4,21,25,84.0,7,30,37,23,6,5,13,22,19
917,IND,IND vs. BOS,01/12/2022,L,240,100,40,86,46.5,7,36,19.4,13,20,65.0,11,26,37,27,6,5,12,24,-19
918,ORL,ORL @ WAS,01/12/2022,L,240,106,41,99,41.4,11,35,31.4,13,16,81.3,18,31,49,31,6,6,9,16,-6
919,WAS,WAS vs. ORL,01/12/2022,W,240,112,43,82,52.4,10,31,32.3,16,21,76.2,6,36,42,26,6,4,10,14,6
920,NYK,NYK vs. DAL,01/12/2022,W,240,108,42,90,46.7,12,27,44.4,12,15,80.0,11,43,54,24,5,4,9,21,23
921,DAL,DAL @ NYK,01/12/2022,L,240,85,32,78,41.0,8,37,21.6,13,19,68.4,5,34,39,16,6,2,13,18,-23
922,LAC,LAC vs. DEN,01/11/2022,W,240,87,34,84,40.5,10,34,29.4,9,12,75.0,3,28,31,23,12,4,9,22,2
923,DEN,DEN @ LAC,01/11/2022,L,240,85,32,80,40.0,4,33,12.1,17,20,85.0,13,43,56,24,4,2,20,19,-2
924,MIN,MIN @ NOP,01/11/2022,L,240,125,42,86,48.8,18,39,46.2,23,31,74.2,9,23,32,27,11,4,13,24,-3
925,NOP,NOP vs. MIN,01/11/2022,W,240,128,42,76,55.3,16,33,48.5,28,37,75.7,9,29,38,33,6,1,21,26,3
926,DET,DET @ CHI,01/11/2022,L,240,87,30,89,33.7,6,35,17.1,21,27,77.8,15,26,41,17,9,7,18,20,-46
927,CHI,CHI vs. DET,01/11/2022,W,240,133,50,92,54.3,18,34,52.9,15,19,78.9,14,47,61,33,13,4,18,23,46
928,GSW,GSW @ MEM,01/11/2022,L,240,108,35,82,42.7,13,36,36.1,25,29,86.2,4,41,45,25,8,5,17,19,-8
929,MEM,MEM vs. GSW,01/11/2022,W,240,116,44,100,44.0,14,34,41.2,14,18,77.8,11,38,49,30,11,8,11,18,8
930,TOR,TOR vs. PHX,01/11/2022,L,240,95,36,89,40.4,8,37,21.6,15,25,60.0,22,25,47,15,11,3,16,20,-4
931,PHX,PHX @ TOR,01/11/2022,W,240,99,35,74,47.3,11,32,34.4,18,22,81.8,10,29,39,25,10,2,20,23,4
932,OKC,OKC @ WAS,01/11/2022,L,240,118,47,98,48.0,11,39,28.2,13,15,86.7,9,32,41,23,5,1,5,20,-4
933,WAS,WAS vs. OKC,01/11/2022,W,240,122,47,87,54.0,11,33,33.3,17,23,73.9,7,35,42,29,3,7,8,15,4
934,POR,POR vs. BKN,01/10/2022,W,240,114,40,86,46.5,15,38,39.5,19,26,73.1,11,36,47,23,8,9,15,17,6
935,BKN,BKN @ POR,01/10/2022,L,240,108,42,91,46.2,12,32,37.5,12,15,80.0,12,30,42,23,9,6,15,22,-6
936,CLE,CLE @ SAC,01/10/2022,W,240,109,43,87,49.4,10,34,29.4,13,15,86.7,14,34,48,29,6,8,17,18,1
937,SAC,SAC vs. CLE,01/10/2022,L,240,108,39,91,42.9,14,30,46.7,16,22,72.7,15,28,43,20,10,3,12,16,-1
938,PHI,PHI @ HOU,01/10/2022,W,240,111,43,94,45.7,10,35,28.6,15,18,83.3,14,33,47,23,14,7,15,21,20
939,HOU,HOU vs. PHI,01/10/2022,L,240,91,30,77,39.0,13,42,31.0,18,27,66.7,7,32,39,18,8,7,21,11,-20
940,IND,IND @ BOS,01/10/2022,L,265,98,36,94,38.3,11,37,29.7,15,17,88.2,10,37,47,22,10,6,20,21,-3
941,BOS,BOS vs. IND,01/10/2022,W,265,101,35,88,39.8,8,28,28.6,23,28,82.1,12,41,53,17,10,6,20,19,3
942,NYK,NYK vs. SAS,01/10/2022,W,240,111,40,82,48.8,13,32,40.6,18,24,75.0,9,40,49,23,7,9,15,22,15
943,SAS,SAS @ NYK,01/10/2022,L,240,96,39,95,41.1,8,29,27.6,10,15,66.7,13,30,43,19,7,7,10,18,-15
944,MIL,MIL @ CHA,01/10/2022,L,240,99,37,84,44.0,13,43,30.2,12,16,75.0,7,41,48,25,7,2,20,17,-4
945,CHA,CHA vs. MIL,01/10/2022,W,240,103,38,96,39.6,13,44,29.5,14,16,87.5,13,35,48,23,12,3,14,16,4
946,UTA,UTA @ DET,01/10/2022,L,240,116,44,86,51.2,11,33,33.3,17,22,77.3,10,30,40,23,9,4,16,16,-10
947,DET,DET vs. UTA,01/10/2022,W,240,126,48,93,51.6,19,37,51.4,11,12,91.7,9,30,39,30,9,7,12,20,10
948,WAS,WAS @ ORL,01/09/2022,W,240,102,36,88,40.9,11,29,37.9,19,24,79.2,12,42,54,23,1,6,13,21,2
949,ORL,ORL vs. WAS,01/09/2022,L,240,100,38,95,40.0,9,28,32.1,15,16,93.8,9,33,42,18,9,6,8,21,-2
950,NOP,NOP @ TOR,01/09/2022,L,240,101,34,75,45.3,12,33,36.4,21,25,84.0,7,28,35,20,5,5,13,18,-4
951,TOR,TOR vs. NOP,01/09/2022,W,240,105,36,85,42.4,14,34,41.2,19,20,95.0,15,31,46,18,8,3,13,20,4
952,LAC,LAC vs. ATL,01/09/2022,W,240,106,44,92,47.8,12,33,36.4,6,7,85.7,13,34,47,24,5,4,13,18,13
